,name,id_prod_company,id
43900,Eye Steel Film,50910,23996
43901,Relativity Media,7295,239571
43902,Summit Entertainment,491,245891
43903,Warner Bros.,6194,245891
43904,87Eleven,23008,245891
43905,DefyNite Films,36259,245891
43906,MJW Films,36433,245891
43907,Gateway Films,7353,208869
43908,Metro-Goldwyn-Mayer (MGM),8411,62655
43909,Arclight Films,2520,286654
43910,Beijing Shuijing Shenlan International Media Co.,47236,286654
43911,Asia Tropical Films,47237,286654
43912,Amuse Soft Entertainment,3219,38551
43913,Arc Entertainment,23703,38551
43914,Village Roadshow Pictures,79,205587
43915,Warner Bros.,6194,205587
43916,Big Kid Pictures,8406,205587
43917,Team Downey,27467,205587
43918,Myriad Pictures,738,157829
43919,Unison Films,2372,157829
43920,Kim and Jim Productions,10425,157829
43921,Division Films,14036,157829
43922,Dreambridge Films,14037,157829
43923,Parts and Labor,6531,244268
43924,Mm...Buttered Panini Productions,39024,244268
43925,Charlie Guidance,45004,244268
43926,Films de la Pleiade,3073,15377
43927,Ulysse Production,65,256
43928,Town,66,256
43929,Unitec Films,67,256
43930,Lighthouse Pictures,6345,293205
43931,Columbia Pictures,5,228150
43932,QED International,11029,228150
43933,Crave Films,16312,228150
43934,LStar Capital,34034,228150
43935,Huayi Brothers Media,39649,228150
43936,Le Grisbi Productions,47169,228150
43937,Gross-Weston Productions,35816,298317
43938,24 Frames Digital Films,35817,298317
43939,Boyfriends Dogs Films,35818,298317
43940,Zentropa Productions,1880,266285
43941,Spier Films,8275,266285
43942,Forward Films,17748,266285
43943,Gaumont,9,215211
43944,TF1 Films Productions,356,215211
43945,Lucky Red,779,215211
43946,Canal+,5358,215211
43947,uFilm,8676,215211
43948,Silver Reel,12075,215211
43949,Umedia,19037,215211
43950,Od Shots,35404,215211
43951,YRF Entertainment,51938,215211
43952,Stone Angels,51940,215211
43953,Fog City Pictures,16930,224282
43954,Precept Productions,41425,224282
43955,Objective 49,41426,224282
43956,The Weinstein Company,308,239563
43957,Crescendo Productions,3314,239563
43958,Chernin Entertainment,7076,239563
43959,Goldenlight Films,15855,239563
43960,S.U.M.O. Film,54287,250989
43961,Philip-Gröning-Filmproduktion,54288,250989
43962,Quickfire Films,4186,215379
43963,Spier Films,8275,215379
43964,Bifrost Pictures,38284,215379
43965,Subotica Entertainment,39004,215379
43966,Unbound Feet Productions,14912,252102
43967,Syncopated Films,20311,252102
43968,Vintage Pictures,35561,252102
43969,Gamechanger Films,35562,252102
43970,Max Cap Productions,35563,252102
43971,Mountainbridge Films,60644,203186
43972,Zero Gravity Management,5357,126323
43973,Vitamin A Films,22061,126323
43974,Yellow Brick Films,22062,126323
43975,Bo-Town Films,22065,126323
43976,Emerald Peak Entertainment,22066,126323
43977,Twentieth Century Fox Film Corporation,306,33387
43978,Twentieth Century Fox Film Corporation,306,38457
43979,Twentieth Century Fox Film Corporation,306,33388
43980,Twentieth Century Fox Film Corporation,306,33389
43981,Twentieth Century Fox Film Corporation,306,33392
43982,Gorky Film Studio,3681,115232
43983,The Asylum,1311,275318
43984,The Global Asylum,1371,275318
43985,"Asylum, The",3991,275318
43986,Serendipity Point Films,805,156597
43987,Citizen Jones,24630,156597
43988,WWE Studios,10339,54557
43989,Snowfall Films,23632,54557
43990,NEST Family Entertainment,4107,28302
43991,Twentieth Century Fox Film Corporation,306,38458
43992,Fox Film Corporation,5488,33393
43993,Twentieth Century Fox Film Corporation,306,33394
43994,Twentieth Century Fox Film Corporation,306,38461
43995,Monogram Pictures,4395,38463
43996,Twentieth Century Fox Film Corporation,306,38454
43997,Cone Arts,22101,81707
43998,Media Education Foundation,27072,74276
43999,Panic Pictures,4041,22072
44000,A. Film,3922,36323
44001,Per Holst Film,8229,36323
44002,Pyramide Distribution,14246,204762
44003,United Artists,60,28437
44004,Bel-Air Productions,4802,28437
44005,Planet Productions,6562,124124
44006,Walt Disney Pictures,2,218778
44007,21 Laps Entertainment,2575,218778
44008,"Jim Henson Company, The",6254,218778
44009,Fox Film Corporation,5488,267333
44010,Fox Film Corporation,5488,267336
44011,BBC Three,25677,284785
44012,William Goetz Productions,3473,35017
44013,Stoney Lake Entertainment,16558,218043
44014,Sunchild Productions,17763,76207
44015,Les Films de la Boétie,18477,76207
44016,Gerico Sound,27472,76207
44017,New Chapter Productions,69825,115214
44018,Lemming Film,2345,245844
44019,Motlys,2783,245844
44020,Imagos Films,43386,224946
44021,Majestic Filmproduktion,2094,285025
44022,Twin Engine Films,12881,265016
44023,Pink Buffalo Films,12882,265016
44024,Abduction Films,21881,265016
44025,Manis Film,21882,265016
44026,Cargo Entertainment,34380,265016
44027,Vicarious Entertainment,35591,265016
44028,A71 Productions,17758,127862
44029,Festina Lente Productions,18698,127862
44030,Story Engine Pictures,18699,127862
44031,RKO Radio Pictures,6,61138
44032,Castle Rock Entertainment,97,289727
44033,Next Entertainment,1633,258193
44034,Lawrence Bender Productions,2253,258193
44035,BIG Pictures,3615,258193
44036,Exclusive Media Group,11448,258193
44037,Mob Scene Creative Productions,31473,258193
44038,Hammer Film Productions,1314,39262
44039,Metropolitan International Pictures,46907,31275
44040,bad axe productions,92615,31275
44041,Hammer Film Productions,1314,39263
44042,Universal Pictures,33,242512
44043,Dentsu Inc.,1778,242512
44044,Platinum Dunes,2481,242512
44045,Media Rights Capital,2531,242512
44046,Blumhouse Productions,3172,242512
44047,Fuji Television Network,3341,242512
44048,Hasbro Studios,22826,242512
44049,5150 Action,47354,242512
44050,White Noise Factory,88762,242512
44051,Australian Broadcasting Corporation,1253,273997
44052,Ridley Scott Associates,15826,250578
44053,Telecinco,1182,15021
44054,Estudios Picasso,2029,15021
44055,Filmax,3631,15021
44056,Per Holst Film,8229,46314
44057,Miramax,53009,46314
44058,Original Film,333,54445
44059,Stage 6 Films,11341,54445
44060,RCR Media Group,17837,54445
44061,Bold Films,2266,242582
44062,Sierra / Affinity,24049,242582
44063,RabbitBandini Productions,8924,152736
44064,Made In Film-Land,18440,152736
44065,Abbas Kiarostami Productions,2938,129943
44066,Pannónia,4884,41097
44067,Pannónia Filmstúdió,48669,36523
44068,Felix the Cat Creations,73980,36523
44069,Walt Disney Pictures,2,177572
44070,Walt Disney Animation Studios,6125,177572
44071,Roland West Productions,4684,27501
44072,852 Films,18892,49706
44073,Atípica Films,7342,236735
44074,Atresmedia Cine,29566,236735
44075,Sacromonte Films,31899,236735
44076,The Asylum,1311,241742
44077,Powercorp,2063,31446
44078,Baltic Film Group,3222,31446
44079,British Broadcasting Corporation (BBC),3324,31446
44080,BBC Drama Group,6710,31446
44081,Hammer Film Productions,1314,31024
44082,Twentieth Century Fox Film Corporation,306,115549
44083,Twentieth Century Fox Film Corporation,306,228326
44084,Reel FX Creative Studios,2787,228326
44085,Twentieth Century Fox Animation,11749,228326
44086,Chatrone,79031,228326
44087,Constantin Film,47,200727
44088,Octagon Films,1266,200727
44089,China Film Co-Production Corporation,2269,217923
44090,Huayi Brothers,3393,217923
44091,Twentieth Century Fox Film Corporation,306,69017
44092,Two Guys and a Film,38952,304850
44093,FJ Productions,17090,225044
44094,BB Films,17091,225044
44095,Uncooperative Pictures,25526,273271
44096,XLrator Media,70559,273271
44097,Royal Pictures,70560,273271
44098,Charles B. Pierce Film Productions,11468,143516
44099,Howco International Pictures,11469,143516
44100,Embassy Pictures Corporation,419,17278
44101,Rankin/Bass Productions,688,17278
44102,Videocraft International,8813,17278
44103,Universal Pictures,33,169066
44104,Gaumont,9,149087
44105,Canal+,5358,149087
44106,Ciné+,10611,149087
44107,Scope Pictures,11199,149087
44108,Les films du cap,22976,149087
44109,A Contracorriente Films,33916,149087
44110,Nickelodeon Movies,2348,72270
44111,Centre Street,47968,72270
44112,National Film Board of Canada,10473,81424
44113,National Film Board of Canada (NFB),17027,81424
44114,National Film Board of Canada (NFB),17027,48504
44115,Speak Thunder Films,24781,173491
44116,DNA Films,284,264660
44117,Universal Pictures International (UPI),5726,264660
44118,Film4,9349,264660
44119,A24,41077,264660
44120,Helsinki Filmi Oy,6159,284306
44121,Revolver Amsterdam,46421,284306
44122,New Holland Pictures,10229,41558
44123,K5 Film,23437,41558
44124,Eltham Strathmore Pictures,26074,41558
44125,Shaw Brothers,5798,40081
44126,National Film Board of Canada (NFB),17027,159304
44127,National Film Board of Canada,10473,48488
44128,Columbia Pictures Corporation,441,207752
44129,Intertamar,14112,27805
44130,Trenchard Productions,14113,27805
44131,Producers Releasing Corporation,3759,41023
44132,United Artists,60,32069
44133,Orion Pictures,41,190173
44134,Further Productions,85106,190173
44135,Blue Dolphin Film Distributors,30064,52996
44136,Fuzzy Logic Pictures,19724,253254
44137,Strongman,55143,253254
44138,Wigwam Films,55144,253254
44139,Tarwathie Films,87928,208286
44140,Revolver Picture Company,24428,257874
44141,Elevative Entertainment,26485,257874
44142,Twentieth Century Fox Film Corporation,306,38890
44143,Laurel and Hardy Feature Productions,19339,38890
44144,Junior-Filmi,77683,84944
44145,Twentieth Century Fox Film Corporation,306,71098
44146,Ealing Studios,2650,87060
44147,Metro-Goldwyn-Mayer (MGM),8411,3576
44148,Fox Film Corporation,5488,413669
44149,ZEILT productions,21018,234862
44150,WATT frame,21019,234862
44151,Film4,9349,245700
44152,Lipsync Productions,9987,245700
44153,Thin Man Films,10100,245700
44154,Focus Features International (FFI),11267,245700
44155,France 3 Cinema,16804,245700
44156,Xofa Productions,45503,245700
44157,Untitled 13,47802,245700
44158,Heretic Films,18852,251232
44159,Scorched Films,40539,251232
44160,Fidelio,40540,251232
44161,Waterfront Productions,2769,278772
44162,Twentieth Century Fox Film Corporation,306,38456
44163,Twentieth Century Fox Film Corporation,306,33708
44164,Paramount Pictures,4,21250
44165,Universal Pictures,33,21250
44166,Nickelodeon Network,5371,21250
44167,Paramount Animation,24955,21250
44168,Ealing Studios,2650,37193
44169,Gemini Films,6584,83228
44170,Radiotelevisão Portuguesa (RTP),8492,83228
44171,Madragoa Filmes,11143,83228
44172,Blumhouse Productions,3172,180305
44173,Wonderland Sound and Vision,4022,180305
44174,Columbia Pictures Corporation,441,92401
44175,Warwick Film Productions,1807,92401
44176,Pixar Animation Studios,3,77887
44177,Gracie Films,18,116440
44178,Twentieth Century Fox Film Corporation,306,116440
44179,Pixar Animation Studios,3,82424
44180,Media Asia Films,5552,17082
44181,Blue Fiction,11405,17082
44182,TLA Releasing,328,122843
44183,Squirrel Films,17010,122843
44184,Timeless Films,17012,122843
44185,Seven Pictures,1107,52475
44186,North by Northwest Entertainment,1804,58626
44187,Silver Nitrate Films,2262,157058
44188,Silver Nitrate Pictures,3641,157058
44189,Film Workshop,3618,41244
44190,Golden Princess Film Production Ltd.,44499,41244
44191,20th Century Fox Home Entertainment,3635,27310
44192,WWE Studios,10339,27310
44193,Marine 2 Productions,89638,27310
44194,CC Capital Arts Entertainment SRL,17008,151933
44195,Universal 1440 Entertainment,17009,151933
44196,20th Century Fox Home Entertainment,3635,260063
44197,Film Afrika Worldwide,4792,260063
44198,Maipo Film,76270,230731
44199,Marvel Studios,420,14830
44200,Threshold Animation Studios,4082,264646
44201,Threshold Animation Studios,4082,275287
44202,Larry Levinson Productions,3282,12450
44203,Hallmark Entertainment,4056,12450
44204,Enigma Pictures,6368,12450
44205,Yleisradio (YLE),5975,61495
44206,Universal Cartoon Studios,4285,19164
44207,Universal Cartoon Studios,4285,19165
44208,Universal Pictures,33,31473
44209,Universal Pictures,33,27653
44210,Minds Eye Entertainment,8583,196830
44211,Moving Pictures Media,21012,196830
44212,International Pictures Three,21013,196830
44213,Gloucester Place Films,21014,196830
44214,Alan Landsburg Productions,4904,79365
44215,WWE Studios,10339,171581
44216,Kinokompaniya CTB,886,56212
44217,CTB Film Company,318,20994
44218,XYZ Films,12142,199575
44219,8th In Line,23815,199575
44220,teamWorx Produktion für Kino und Fernsehen GmbH,1479,178446
44221,Emperor Motion Pictures,2726,17108
44222,Shanghai Film Group,3407,17108
44223,Chang-Hong Channel Film & Video Co.,24089,17108
44224,UTV Motion Pictures,2320,280795
44225,Vishal Bhardwaj Pictures,13678,280795
44226,Bo Films,2362,123366
44227,Entre Chien et Loup,15472,123366
44228,Molenwiek Film BV,58662,123366
44229,Puerto Vallarta Squeeze Productions,59398,34995
44230,Peace Arch Entertainment Group,2393,41497
44231,Ad Hominem Enterprises,2361,244563
44232,Lila 9th Productions,7633,244563
44233,Wanda Films,7529,99819
44234,Frisbeefilms,2352,256311
44235,Zweites Deutsches Fernsehen (ZDF),4606,256311
44236,Kaissar Film,24144,256311
44237,Wild Bunch Germany,24145,256311
44238,barefoot films,1989,130747
44239,Warner Bros.,6194,130747
44240,Hal Roach Studios,2159,42542
44241,Warner Bros.,6194,42542
44242,Jigsaw Productions,2740,159140
44243,Tatfilm,20370,103686
44244,Société Parisienne de Production,25522,103686
44245,Ulrich Seidl Film Produktion GmbH,25523,103686
44246,Cinematic Vision,25474,56481
44247,Searock Films,25475,56481
44248,Sirena Film,9111,42757
44249,AlphaVille Pictures Copenhagen,40938,42757
44250,Filmpool Nord,228,177865
44251,BOB Film Sweden AB,3792,177865
44252,Nimbus Film Productions,11672,177865
44253,Contemporary Productions,14132,86616
44254,Warner Bros.,6194,101307
44255,Acne Film,5351,138754
44256,Metro-Goldwyn-Mayer (MGM),8411,166560
44257,RKO Radio Pictures,6,222731
44258,Baby Cow Productions,1219,297265
44259,Stubborn Heart Films,35180,297265
44260,Children of the Corn Productions,4417,25754
44261,Blue Rider Pictures,2623,25752
44262,Blue Rider Pictures,2623,25751
44263,Dimension Films,7405,70575
44264,Gatlin Films,7748,70575
44265,Neo Art & Logic,2811,25753
44266,Creepersin Films,19576,25753
44267,Play Art,1826,4956
44268,Covenant Communications,12278,149023
44269,Gaumont,9,15460
44270,LGM Productions,2490,15460
44271,Josy Films,6975,15460
44272,France 3 Cinema,16804,15460
44273,NBC,1502,74974
44274,Metro-Goldwyn-Mayer (MGM),8411,74974
44275,Nelson Entertainment,365,32079
44276,New Galactic,83484,32079
44277,Tate Productions,83485,32079
44278,The Kushner-Locke Company,2499,119213
44279,Illusion Entertainment Group,3480,119213
44280,Baumgarten,8284,119213
44281,Allied Artists Pictures,4928,144471
44282,Canal+,5358,158426
44283,Grive Productions,6877,158426
44284,EuropaCorp,6896,158426
44285,Columbia Pictures,5,41035
44286,Amicus Productions,4630,41035
44287,Groupe Dziga Vertov,4483,26298
44288,The Essanay Film Manufacturing Company,5109,53412
44289,The Essanay Film Manufacturing Company,5109,53406
44290,Grupo de Estudos e Realizações (GER),19033,244838
44291,Madragoa Filmes,11143,244836
44292,Grupo de Estudos e Realizações (GER),19033,244836
44293,Radiotelevisão Portuguesa (RTP),8492,253959
44294,Central Independent Television,5238,293028
44295,Warner Bros.,6194,55472
44296,United Artists,60,51649
44297,Harry Sherman Productions,10580,51649
44298,Bandeira Entertainment,377,25896
44299,Many Rivers Film,14965,172008
44300,Channel 4,14966,172008
44301,Entertainment One,43376,201847
44302,CB Films North,19678,250608
44303,Sacred Bull Media,19679,250608
44304,Twentieth Century Fox Film Corporation,306,69204
44305,Home Box Office (HBO),3268,289314
44306,Playtone Productions,4170,289314
44307,As Is Productions,37411,289314
44308,Artificial Eye,11895,265180
44309,Rai Cinema,2683,216156
44310,Redwave Films,8764,216156
44311,Embargo Films,22789,216156
44312,University of Southern California,1901,140979
44313,Les Films de lAstrophore,7573,57563
44314,Karedas,7574,57563
44315,Likely Story,1785,87492
44316,Media Rights Capital,2531,87492
44317,Annapurna Pictures,13184,87492
44318,First American Films,18832,80680
44319,Ransom,94735,80680
44320,"Tokyo Eiga Co., Ltd.",74810,68715
44321,Columbia Pictures Corporation,441,122047
44322,Lion Rock Productions,2812,44092
44323,Media Asia Films,5552,44092
44324,Beijing Gallop Horse Film & TV Production,15866,44092
44325,Lumiere Motion Picture Company,21488,44092
44326,Beijing Heguchuan TV & Film,21489,44092
44327,Stellar Entertainment,21490,44092
44328,Gainsborough Pictures,1221,63069
44329,Metro-Goldwyn-Mayer (MGM),8411,53853
44330,RKO Radio Pictures,6,196802
44331,Nikkatsu,955,112501
44332,Paramount Pictures,4,31879
44333,Warner Bros.,6194,106635
44334,Paramount Pictures,4,81113
44335,B.P. Schulberg Productions,14950,81113
44336,Columbia Pictures Corporation,441,97193
44337,South Australian Film Corporation,2806,199534
44338,Screen Australia,7584,199534
44339,Emu Creek Pictures,19010,199534
44340,Duo Art Productions,21379,199534
44341,True Crime Australia,33439,199534
44342,Metro-Goldwyn-Mayer (MGM),8411,95874
44343,Twentieth Century Fox Film Corporation,306,82239
44344,London Film Productions,659,90523
44345,Darclight Films,7979,14459
44346,Australian Film Finance Corporation (AFFC),8724,14459
44347,Film Victoria,11840,14459
44348,Resolution Independent,23574,14459
44349,Columbia Pictures Corporation,441,41234
44350,Julius Hagen Productions,16210,87925
44351,Accelerator Films,43528,57749
44352,Great Southern Land Entertainment,43529,57749
44353,RMB Productions,43531,57749
44354,Eskwad,616,185567
44355,M6 Films,1115,185567
44356,Canal+,5358,185567
44357,Pathé,7981,185567
44358,Ciné+,23616,185567
44359,Lobster Tree,34044,185567
44360,W9,34774,185567
44361,Twentieth Century Fox Film Corporation,306,140276
44362,Associated Talking Pictures (ATP),16046,27341
44363,BBC Worldwide,3164,77951
44364,Reliance BIG Entertainment,6733,77951
44365,Animal Logic,8089,77951
44366,BBC Earth,8090,77951
44367,Evergreen Films,8091,77951
44368,BBC Earth MD (WWD),53498,77951
44369,Evergreen MD,53499,77951
44370,Good Story Productions,9096,52010
44371,POP6,79522,52010
44372,Codex Pictures,79523,52010
44373,DisneyToon Studios,5391,75258
44374,Walt Disney Animation Studios,6125,75258
44375,Prana Animation Studios,22135,75258
44376,DisneyToon Studios,5391,25475
44377,Walt Disney Animation Studios,6125,25475
44378,Prana Animation Studios,22135,25475
44379,Studio Pavla Lungina,3524,41545
44380,La Sept Cinéma,16366,41842
44381,Centre National de la Cinématographie (CNC),18367,41842
44382,ASK Eurofilm,40973,41842
44383,Photoplay Productions,8918,59101
44384,Andrew L. Stone Productions,14828,85518
44385,Metro-Goldwyn-Mayer (MGM),8411,292498
44386,Cinema Corporation of America,21180,91580
44387,Smoking Gun Productions,21181,91580
44388,MacGillivray Freeman Films,2753,17699
44389,National Wildlife Federation,2972,17699
44390,National Science Foundation,48566,17699
44391,Blake and Associates,54503,17699
44392,Metro-Goldwyn-Mayer (MGM),8411,61856
44393,Production Partners,8803,57573
44394,Royal Oaks Entertainment Inc.,11130,160019
44395,3 Arts Entertainment,787,134688
44396,FN Crazy Film LLC,14372,18434
44397,Sanjines,29025,232866
44398,New World Pictures,1950,89602
44399,Villealfa Filmproduction Oy,2303,74295
44400,Slotint,52921,101330
44401,Phoenix,76410,101330
44402,Warner Bros.,6194,59838
44403,Cutting Edge Entertainment,934,2089
44404,Golden ParaShoot Entertainment,935,2089
44405,Destination Films,769,290729
44406,BUFO,29185,290729
44407,Twisted Pictures,2061,293633
44408,PalmStar Entertainment,24277,293633
44409,DiNovi Pictures,813,290542
44410,Allied Artists Pictures,4928,35917
44411,Lindbrook Productions,14129,35917
44412,Loews,1460,52364
44413,Metro-Goldwyn-Mayer (MGM),8411,52364
44414,Nexus 6 Films,4282,24091
44415,Filmscope Entertainment,10002,24091
44416,Intrepid Pictures,1224,183662
44417,Metro-Goldwyn-Mayer (MGM),8411,72103
44418,Twentieth Century Fox Film Corporation,306,20362
44419,Dimension Films,7405,173761
44420,FM Entertainment International N.V.,10354,25391
44421,MDP Worldwide,10828,25391
44422,Nu Image Films,925,64160
44423,Moffitt-Lee Productions,12088,64372
44424,Dana Carvey Enterprises,33931,64372
44425,Nu Image Films,925,253899
44426,Mondovin BV,38362,253899
44427,Monogram Pictures,4395,38470
44428,Kimura Productions,71843,125257
44429,Icon Productions,152,207933
44430,Sobini Films,13923,207933
44431,KSM Film,5373,49585
44432,i/o post,33214,136743
44433,fx3x,33715,136743
44434,Kino Oko,66079,136743
44435,Shôchiku Eiga,5070,238203
44436,Toei Tokyo,3790,107413
44437,Opus Film,6477,205819
44438,Hai Hui Entertainement,59515,205819
44439,Inforg Stúdió,74700,205819
44440,Allfilm,6154,238628
44441,Georgian Film,34041,238628
44442,Haven Entertainment,19548,260001
44443,Sandia Media,25706,260001
44444,Minerva Productions,37578,260001
44445,Soul Kiss Films,37330,286817
44446,Daiei Studios,881,57875
44447,Odyssey Media,17161,256092
44448,Silver Wings Films,24032,256092
44449,Toei Company,9255,198225
44450,Home Box Office (HBO),3268,248870
44451,Metro-Goldwyn-Mayer (MGM),8411,61525
44452,First National Pictures,3245,156317
44453,The Vitaphone Corporation,9329,156317
44454,Instituto Cubano del Arte e Industrias Cinematográficos (ICAIC),5175,145762
44455,Metro-Goldwyn-Mayer (MGM),8411,25553
44456,Warner Bros.,6194,180427
44457,The Vitaphone Corporation,9329,180427
44458,Fork Films,13045,209271
44459,Venture Forth,20313,209271
44460,"Film Community, The",21773,209271
44461,Benaroya Pictures,21774,209271
44462,Union Entertainment Group (II),21775,209271
44463,Warner Bros.,6194,195068
44464,Alpha-Film (II),8173,52989
44465,Lanterna Magica,8174,52989
44466,Monipoly Productions,8175,52989
44467,Fama Film,8176,52989
44468,Jaffe/Braunstein Films,5003,33570
44469,Stage 6 Films,11341,33570
44470,RCR Media Group,17837,33570
44471,Pioneer Pictures,9217,172226
44472,LD Entertainment,10285,172226
44473,Wonderful Films PLC,11140,172226
44474,Exclusive Media Group,11448,172226
44475,Work in Progress,18697,172226
44476,Motion Pictures Inc.,38381,91343
44477,Kings Road Entertainment,4255,40661
44478,Norma Talmadge Film Corporation,9032,188066
44479,Feature Productions,13914,156356
44480,Sam Taylor Productions,82843,156356
44481,National Film Board of Canada (NFB),17027,230743
44482,Universidad del Cine,11999,199851
44483,La Noria Cine,24727,199851
44484,Reality Entertainment,58596,96239
44485,Post Manila,58597,96239
44486,Origin8 Media,59279,96239
44487,SQ Film Laboratories,59280,96239
44488,Periscope Productions,16453,128154
44489,M7200 Productions,23972,128154
44490,Alazraki Films,58784,180147
44491,Castelao Producciones,7956,227094
44492,Closer Productions,48685,244801
44493,Herold and Family,7801,25353
44494,Quickfire Films,4186,272692
44495,Gold Circle Films,12026,272692
44496,Új Budapest Filmstudió,1655,50400
44497,Premiere Picture,3870,50400
44498,SIA Advertising,19381,50400
44499,Euroimages Fund of the Council of Europe,23192,50400
44500,Dream Factory Macedonia,46293,50400
44501,Fidelity Films,55267,50400
44502,Bulgarian National Film Center,64275,50400
44503,Film Väst,74636,50400
44504,Cinematrix Film,74792,50400
44505,Macedonian Film Fund,74793,50400
44506,Spier Films,8275,76424
44507,Edward L. Alperson Productions,21732,68097
44508,Metro-Goldwyn-Mayer (MGM),8411,264309
44509,Filmways Pictures,1138,2516
44510,Heron Film Productions,1139,2516
44511,Metro-Goldwyn-Mayer (MGM),8411,2516
44512,Cannon Group,1444,251260
44513,Metro-Goldwyn-Mayer (MGM),8411,251260
44514,Golan-Globus Productions,13549,251260
44515,Mosfilm,5120,87799
44516,Art Pictures Studio,3451,203793
44517,Brightlight Pictures,1063,226948
44518,Lighthouse Pictures,6345,226948
44519,RHI Entertainment,20358,226948
44520,Sonar Entertainment (II),62198,226948
44521,Asylum Entertainment,4382,249266
44522,Anchor Bay Films,5860,249266
44523,Karat Film,17552,35632
44524,Karat Film International,18024,35632
44525,Interfilm L.A.,18025,35632
44526,IMV Vertieb Media,18026,35632
44527,Azimuth,18027,35632
44528,Twentieth Century Fox Film Corporation,306,44888
44529,Labrador Films,1400,11813
44530,Les Films Jacques Leitienne,1639,11813
44531,Mondial Televisione Film,10523,11813
44532,Cité Films,14035,11813
44533,Imp.Ex.Ci.,32208,11813
44534,Columbia Pictures Corporation,441,43453
44535,Allied Artists Pictures,4928,194393
44536,Metro-Goldwyn Pictures Corporation,1467,99258
44537,United Artists,60,29032
44538,The Corman Company,30200,29032
44539,San Carlos Productions,48426,29032
44540,Twentieth Century Fox Film Corporation,306,280134
44541,Columbia Pictures Corporation,441,28668
44542,Larry Darmour Productions,4977,28668
44543,Metro-Goldwyn-Mayer (MGM),8411,56154
44544,Metro-Goldwyn-Mayer (MGM),8411,108852
44545,Metro-Goldwyn-Mayer (MGM),8411,154515
44546,Metro-Goldwyn-Mayer (MGM),8411,43193
44547,Milano Films,93689,70512
44548,Monogram Pictures,4395,38471
44549,Metro-Goldwyn-Mayer (MGM),8411,27105
44550,DI Love,22509,30302
44551,Twentieth Century Fox Film Corporation,306,45256
44552,Dualstar Productions,6130,57789
44553,Luis Trenker-Film,92568,263915
44554,Südwestrundfunk,124,167581
44555,Salzgeber & Company Medien,8697,167581
44556,MFG Filmförderung Baden-Württemberg,8707,167581
44557,Hammer Film Productions,1314,30855
44558,Saga Film,859,241842
44559,Tappeluft Pictures,7941,241842
44560,thefyzz,36109,241842
44561,Dakota Pictures,3849,32182
44562,Dakota North Entertainment,21228,32182
44563,IMS 3 LLP,5770,16432
44564,Laurinfilm,7733,16432
44565,Azucar Entertainment,44828,16432
44566,Bespoke Productions,44829,16432
44567,Lions Gate Films,35,20053
44568,Cinelaw,3699,20053
44569,Infinity Entertainment,3700,20053
44570,Mooseface Films Inc.,3701,20053
44571,Fett Film,52828,90652
44572,Rochelle Films,4049,28768
44573,chateau productions,4880,28768
44574,ATC 3000,6022,28768
44575,Concorde Pictures,4527,85162
44576,Pacific Trust,7833,85162
44577,Crown International Pictures,1009,78522
44578,Twisted Twins Productions,24899,65214
44579,IndustryWorks Pictures,24901,65214
44580,FortyFPS Productions,93305,65214
44581,Universal Pictures,33,64075
44582,Twentieth Century Fox Film Corporation,306,38460
44583,Frame Of Mind Entertainment,6757,56929
44584,Katsu Production Co. Ltd.,3038,40644
44585,Prakash Mehra Productions,64402,103236
44586,Cinema 77,1819,85651
44587,Warner Bros.,6194,34623
44588,Metro-Goldwyn-Mayer (MGM),8411,130474
44589,Sextant Films,15533,130474
44590,Mosfilm,5120,37133
44591,Art Pictures Studio,3451,18122
44592,Filmstiftung NRW,985,240510
44593,FFA Filmförderungsanstalt,2026,240510
44594,Deutsche Filmförderfonds (DFFF),11238,240510
44595,Star Ritz Productions Co Ltd,30795,84111
44596,Pampas Produktion,8266,82450
44597,TV4 Sweden AB,8267,82450
44598,Nordisk Film,235,103972
44599,"Dark Art Films, Ltd.",25035,207263
44600,Pillay-Evans Productions,33018,207263
44601,Grading Dimension Pictures,8362,37128
44602,Moskinokombinat,39053,37128
44603,Hooks and Taylor Entertainment,20108,15476
44604,Salamander Film Productions,21459,69065
44605,Splendid Film,8146,77067
44606,Sil-Metropole Organisation,5686,20342
44607,ARS Film Production,4129,98344
44608,Tasara Films,38128,273922
44609,RKO Radio Pictures,6,34650
44610,Andertainment Group,2634,11115
44611,Crescent City Pictures,2635,11115
44612,Tag Entertainment,2636,11115
44613,Twentieth Century Fox Film Corporation,306,42734
44614,Charles Martin Productions,13384,62804
44615,Monogram Pictures,4395,209367
44616,Cannon Films,4110,202744
44617,dixons films,87755,202744
44618,Thura Film,2105,16639
44619,Obel Film,9369,16639
44620,Greta Film AB,19434,16639
44621,NDF International,6236,104329
44622,Cannon Group,1444,73091
44623,Golan-Globus Productions,13549,73091
44624,Reboot USA,40249,291155
44625,2929 Productions,846,164251
44626,Nick Wechsler Productions,8073,164251
44627,Chockstone Pictures,13649,164251
44628,Norman Rosemont Productions,1585,197489
44629,Trident Films Ltd.,16385,197489
44630,Syn-Frank Enterprises,4742,59159
44631,Magnum Films,19463,59159
44632,Group W,8412,84352
44633,Black Bear Pictures,22146,205596
44634,Bristol Automotive,38145,205596
44635,Ghoulardi Film Company,178,171274
44636,Warner Bros.,6194,171274
44637,IAC Films,93105,171274
44638,Claussen Wöbke Putz Filmproduktion,4340,287495
