,name,id_prod_company,id
44639,naked eye filmproduction GmbH & Co. KG,51075,287495
44640,Boram Entertainment Inc.,2965,14808
44641,Beijing Film Studio,708,34182
44642,Universal Pictures International (UPI),5726,262551
44643,Axel Films,13319,262551
44644,Cinéfrance 1888,31229,262551
44645,La Banque Postale Image 7,46205,262551
44646,Good Lap Production,47930,262551
44647,Madame Films,49194,262551
44648,Lippert Films,5681,38125
44649,Hammer Film Productions,1314,28778
44650,Constantin Film Produktion,5755,30972
44651,Hallam Productions,18624,30972
44652,Fu Manchu Films,19527,30972
44653,Lippert Films,5681,83519
44654,Unified Pictures,13238,244403
44655,Amberdale Productions,23031,244403
44656,Tee Rob Pictures,34846,244403
44657,Matador Pictures,707,58760
44658,Cinema Four,6984,58760
44659,Arcadia Motion Pictures,7543,58760
44660,uFilm,8676,58760
44661,Regent Capital,12696,58760
44662,Entertainment Motion Pictures,18302,58760
44663,Umedia,19037,58760
44664,Swipe Films,36869,58760
44665,Juonifilmi,9375,81347
44666,Lionsgate,1632,131631
44667,Color Force,5420,131631
44668,Jules Verne Films Ltd,20535,48135
44669,North by Northwest Entertainment,1804,28019
44670,Martini Films,3312,28019
44671,Hannibal Pictures,8692,28019
44672,Pannónia Filmstúdió,48669,41077
44673,Det Danske Filminstitut,118,36132
44674,Nordisk Film,235,36132
44675,Sveriges Television (SVT),3221,36132
44676,Pannónia Filmstúdió,48669,28967
44677,Arte France Cinéma,6916,270403
44678,Films Distribution,20881,270403
44679,Israel Film Fund,22231,270403
44680,DBG / deux beaux garçons,44601,270403
44681,Canal+ France,44602,270403
44682,Elzévir & Cie,74572,270403
44683,Mini Traité Franco Allemand [fr],74574,270403
44684,Riva Films,74575,270403
44685,Odd Lot Entertainment,3263,222649
44686,International Traders,6408,222649
44687,Busboy Productions,8290,222649
44688,Sender Films,5234,294959
44689,Sweet Tomato Films,65606,295315
44690,Lube,7196,58433
44691,A-Film Home Entertainment,7198,58433
44692,Reno Productions,25578,288281
44693,Lacuna Filmes,28440,237791
44694,Deep Blue Pictures,11165,140222
44695,Red 56,11166,140222
44696,Hallmark Hall of Fame Productions,9027,188538
44697,Pathé Films,4959,186161
44698,Zazi Films,13692,186161
44699,Metro-Goldwyn-Mayer (MGM),8411,77412
44700,Warner Bros.,6194,121020
44701,The Vitaphone Corporation,9329,121020
44702,Warner Bros.,6194,33001
44703,The Vitaphone Corporation,9329,33001
44704,Metro-Goldwyn-Mayer (MGM),8411,20675
44705,First National Pictures,3245,43075
44706,Warner Bros.,6194,114302
44707,Scott Free Productions,1645,147441
44708,Chernin Entertainment,7076,147441
44709,Babieka,20656,147441
44710,Volcano Films,52184,147441
44711,Jadran Film,168,60479
44712,Boll Kino Beteiligungs GmbH & Co. KG,1062,60479
44713,Herold Productions,1064,60479
44714,O2 Filmes,345,206563
44715,Working Title Films,10163,206563
44716,PeaPie Films,32243,206563
44717,Warner Bros.,6194,265195
44718,Sony Music Entertainment Japan,648,17234
44719,Shochiku Company,4641,17234
44720,Dentsu,6452,17234
44721,TV Asahi,9300,17234
44722,Dentsu Tec,11811,17234
44723,Mitsui Bussan,11812,17234
44724,Shin Ei Animation,11813,17234
44725,Sky Perfect Well Think,11814,17234
44726,Summer Days With Coo Committee,11815,17234
44727,Platige Image,36414,298077
44728,National Film and Television School (NFTS),17700,157305
44729,Purple Cow Studio,20759,212167
44730,Atlas Films,34526,250657
44731,American International Productions,14149,55152
44732,Nadja Films,1717,78399
44733,Palumbo,23875,143451
44734,Warner Bros.,6194,90978
44735,Loews,1460,52853
44736,Metro-Goldwyn-Mayer (MGM),8411,52853
44737,Warner Bros.,6194,72638
44738,Parklane Pictures Inc.,3428,49431
44739,Neue Constantin Film,13096,9742
44740,Universal Pictures,33,17009
44741,Hanna-Barbera Productions,1353,17009
44742,Princes Production,7149,57106
44743,Generator Entertainment,5820,165477
44744,French Quarter Film,50513,202573
44745,Rose & Ruby Productions,3679,21811
44746,Moviestore Entertainment,35839,21811
44747,Judica Productions,24576,55538
44748,New Line Cinema,12,100042
44749,Universal Pictures,33,100042
44750,Conundrum Entertainment,1156,100042
44751,Red Granite Pictures,19177,100042
44752,CarpeDiem Film & TV,20182,233423
44753,Productions 10th Ave,20183,233423
44754,pixstar,5049,30449
44755,Columbia Pictures,5,128606
44756,Clover Productions,3458,128606
44757,Far Hills Pictures,9038,206821
44758,Atlantic Pictures (II),13551,206821
44759,Armian pictures,15455,206821
44760,Columbia Pictures,5,55308
44761,South Central Films,52185,289575
44762,Gary Sanchez Productions,4740,284246
44763,Chili Film,8196,284246
44764,British Lion Film Corporation,660,79544
44765,Euro Center Productions,24036,79544
44766,Tressock Films,24037,79544
44767,Launchpad Productions,13921,258086
44768,Bowery Hills Entertainment,28494,258086
44769,RCN Films & e-nnovva,28496,258086
44770,Playboy Productions,8313,184061
44771,Myriad Pictures,738,261037
44772,Entertainment One,8147,261037
44773,Wiretap Films,45783,261037
44774,Twentieth Century Fox Film Corporation,306,38459
44775,Bethsabée Mucho,14628,256913
44776,Cass Films,2919,14524
44777,Logie Pictures,19637,14524
44778,Fidélité Productions,147,15741
44779,Octagon Films,1266,15741
44780,Irish Film Board,5267,15741
44781,Euroimages Fund of the Council of Europe,23192,15741
44782,Homegrown Pictures,8840,114750
44783,Duly Noted,52060,114750
44784,Motlys,2783,13617
44785,Mediapro,12010,17893
44786,75 Films,13553,40074
44787,Yuma Films,34778,40074
44788,Golden Sun Films,3404,17808
44789,Ningxia Film Studio,3406,17808
44790,Shanghai Film Group,3407,17808
44791,Diamond Films,2912,209361
44792,"Weinstein Company, The",7289,209361
44793,Ascot Elite Entertainment Group,26025,209361
44794,Radical Media,11152,15199
44795,Bert Marcus Productions,3924,14142
44796,China Film Co-Production Corporation,2269,14539
44797,Beijing Poly-bona Film Distribution Company,21334,14539
44798,Yash Raj Films,1569,22609
44799,Whitewater Films,3095,157380
44800,Anonymous Content,10039,157380
44801,Displaced Pictures,42374,157380
44802,Durga Entertainment,42375,157380
44803,BosBros,9054,128142
44804,Canal+,5358,190870
44805,Iris productions,6938,190870
44806,Hérodiade,7673,190870
44807,Iris Films,8558,190870
44808,Artémis Productions,11773,190870
44809,Les Films Pelléas,12389,190870
44810,Fonds National de Soutien à la Production Audiovisuelle du Luxembourg,15892,190870
44811,Tax Shelter Film Funding,15893,190870
44812,Soficinéma 8,15894,190870
44813,Cinémage 7,15895,190870
44814,Rézo Films,15896,190870
44815,Killer Films,1422,285843
44816,Foundry Films,11570,285843
44817,Pacific Northwest Pictures,45909,285843
44818,Sneaky Pete Productions,7500,268174
44819,Working Title Films,10163,266856
44820,Vanishing Angle,46453,272602
44821,Strongman,55143,272602
44822,Five By Eight Productions,73381,272602
44823,Hole in 1 Productions,81113,272602
44824,Twentieth Century Fox Film Corporation,306,56152
44825,Twentieth Century Fox Film Corporation,306,66707
44826,First National Pictures,3245,64928
44827,Warner Bros.,6194,64928
44828,Alcon Entertainment,1088,227735
44829,Color Force,5420,227735
44830,Boxing Cat Films,12626,227735
44831,St. Petersburg Clearwater Film Commission,68621,227735
44832,RKO Radio Pictures,6,158439
44833,Grovas-Oro Films,62730,69060
44834,FlipZide Pictures,3478,100416
44835,Parallel Films,5122,100416
44836,Templeheart Films,14262,200044
44837,EnMar Productions,45781,200044
44838,Burn Hand Film Productions,45782,200044
44839,Mandalay Pictures,551,232679
44840,Affirm Films,10156,232679
44841,T-Series,3522,192558
44842,Vishesh Films,3749,192558
44843,Magnet Releasing,3595,193726
44844,Drafthouse Films,10485,193726
44845,Timpson Films,19324,193726
44846,Mangusta Productions,3728,228813
44847,Dark Coast Pictures,4040,20789
44848,Unanimous Pictures,13242,20789
44849,Deviant Films,3265,17175
44850,Dreamz,68140,17175
44851,BNN TV,2197,7267
44852,Pupkin Film,2198,7267
44853,Fridthjof Film,7048,15149
44854,Chic Films,12398,204768
44855,TF1 Films Productions,356,201759
44856,Pathé Films,4959,201759
44857,La Petite Reine,1992,202215
44858,Warner Bros. France,2913,202215
44859,WWE Studios,10339,202215
44860,Karé Productions,23577,202215
44861,FOZ,149,283726
44862,Mars Films,819,283726
44863,Mandarin Films,12096,283726
44864,Arena Films,1243,289153
44865,Warner Bros. France,2913,289153
44866,Tabo Tabo Films,15614,289153
44867,Cinéfrance 1888,31229,289153
44868,Generator Entertainment,5820,15011
44869,Northern Ireland Screen,11667,15011
44870,Geronimo Films,22866,15011
44871,Framestore CFC,22867,15011
44872,Eskwad,616,295087
44873,TF1 Films Production,3823,295087
44874,Canal+,5358,295087
44875,Pathé,7981,295087
44876,Ciné+,10611,295087
44877,January Films,40044,13835
44878,Fantefilm,3079,140818
44879,Film i Väst,17513,140818
44880,Ghost VFX,25713,140818
44881,France 2 Cinéma,83,18940
44882,France 3 Cinéma,591,18940
44883,UGC Distribution,3578,18940
44884,Luminous Processes,22464,19222
44885,Rising Storm Productions,22465,19222
44886,Action Images,16984,17143
44887,Action Concept Film- und Stuntproduktion,33588,17143
44888,Cine Bazar,5896,36683
44889,Toho,5897,36683
44890,Vallelonga Productions,3084,15542
44891,TinRes Entertainment,20658,15542
44892,Grain Media,49822,263614
44893,Violet Films,52655,263614
44894,My Way Pictures,48701,23515
44895,DreamWorks SKG,27,10258
44896,DreamWorks Animation,521,10258
44897,Twentieth Century Fox Film Corporation,306,32080
44898,Philip DAntoni Productions Inc.,77748,32080
44899,Bloody Disgusting,15157,267806
44900,8383 Productions,15158,267806
44901,Arte France,6111,250833
44902,ITVS,10943,250833
44903,WDR/Arte,10946,250833
44904,TBC Productions,20865,250833
44905,Constantin Film,47,136459
44906,Charlemagne Productions,13946,29596
44907,Columbia Pictures,5,98404
44908,Twentieth Century Fox Film Corporation,306,17963
44909,Blue Sky Studios,9383,17963
44910,Dark Sky Films,4592,254194
44911,Snowfort Pictures,7787,254194
44912,Parallactic Pictures,41812,254194
44913,Title Media,41813,254194
44914,Max L. Raab Productions,57288,151679
44915,Studio Ghibli,10342,242828
44916,Hakuhodo DY Media Partners,11846,242828
44917,KDDI Corporation,11848,242828
44918,Nippon Television Network (NTV),20192,242828
44919,Mitsubishi Motors Corporation,25634,242828
44920,Toho,5897,241868
44921,Mandarin Film,7839,119892
44922,Filmko Pictures,9175,119892
44923,Irish Film Board,5267,110416
44924,Digital Graphics,11904,110416
44925,Big Farm,13350,110416
44926,Cartoon Saloon,23948,110416
44927,Super Productions,69190,110416
44928,Magellan Films,69191,110416
44929,Mélusine Productions,69192,110416
44930,Noerlum Studios,69193,110416
44931,Studio 352,69194,110416
44932,Aniplex,2883,304023
44933,Toei Animation,5542,304023
44934,Graphinica,35971,304023
44935,Toei Company,9255,252391
44936,Albertine Production,15037,155890
44937,Epidem,71985,137769
44938,Relativity Media,7295,241771
44939,Homegrown Pictures,8840,241771
44940,Black Entertainment Television (BET),42321,241771
44941,Relativity Sports,86115,241771
44942,Undisputed Cinema,86116,241771
44943,Metro-Goldwyn-Mayer (MGM),8411,54658
44944,Producers Sales Organization (PSO),11670,54658
44945,Vides Cinematografica,12111,54658
44946,Accent Films B.V.,34009,54658
44947,Lotus Films,16132,90816
44948,Blum Group,18641,90816
44949,JAD Films International Inc.,24310,90816
44950,M.T.G.,24311,90816
44951,Lupo-Anthony-Quintano Productions,24312,90816
44952,Film Ventures International (FVI),4805,40383
44953,Horizon Film,16107,40383
44954,Gaumont,9,159121
44955,Légende Films (koprodukcja),79420,159121
44956,France 2 Cinéma (koprodukcja),79421,159121
44957,Imagine Entertainment,23,205775
44958,Spring Creek Productions,705,205775
44959,Warner Bros.,6194,205775
44960,Roth Films,16314,205775
44961,K. JAM Media,17888,205775
44962,Cott Productions,24175,205775
44963,Surf Film,34401,205775
44964,"Enelmar Productions, A.I.E.",63571,205775
44965,Gaumont International,7961,55317
44966,Pathé Distribution,3012,66129
44967,Alexandre Films,2926,45368
44968,New Light Films,6539,45368
44969,China 3D Digital Entertainment,33634,105001
44970,QubeFilm,8230,80957
44971,Keystone Film Company,4148,141868
44972,Schaefer/Karpf Productions,27066,101135
44973,Consolidated Productions,39291,101135
44974,Wild Bunch,856,214081
44975,Fidélité Films,2927,214081
44976,Scope Pictures,11199,214081
44977,Orange Cinéma Séries,11620,214081
44978,Cofinova Développement 6,33957,214081
44979,Le Tax Shelter du Gouvernement Fédéral de Belgique,33961,214081
44980,20th Century Fox Television,1556,81244
44981,20th Century Fox Television,1556,50291
44982,National Studios Inc.,39302,50291
44983,"Navalakha Arts, Media & Entertainment",95067,230846
44984,Holy Basil Productions,95068,230846
44985,Trimurti Films Pvt. Ltd.,4027,22460
44986,Home Box Office (HBO),3268,303623
44987,Mosfilm,5120,148430
44988,Channel 4,14966,80787
44989,Story Center Films,39084,80787
44990,Furnace,39085,80787
44991,Sailor Bear,14634,251736
44992,Washington Square Films,14862,251736
44993,Faliro House Productions,19246,251736
44994,Rastar Pictures,2070,99977
44995,Troma Entertainment,3052,61644
44996,Universal Studios,13,135397
44997,Amblin Entertainment,56,135397
44998,Legendary Pictures,923,135397
44999,Fuji Television Network,3341,135397
45000,Dentsu,6452,135397
45001,Sixth Wave Productioins,26103,215032
45002,Participant Media,6735,293310
45003,HBO Documentary Films,17980,293310
45004,Praxis Films,46226,293310
45005,Canal+,5358,129966
45006,Pathé,7981,129966
45007,Gaumont,9,198130
45008,Avalon,6992,198130
45009,Région Midi-Pyrénnées,17652,198130
45010,22h22,17653,198130
45011,Program 33,8699,46473
45012,M6 Films,1115,21861
45013,TF1 Films Production,3823,21861
45014,Canal+,5358,21861
45015,CinéCinéma,6301,21861
45016,Pathé,7981,21861
45017,Bethsabée Mucho,14628,21861
45018,Poisson Rouge Pictures,16259,21861
45019,Centre National de la Cinématographie (CNC),18367,21861
45020,Canal Plus,104,170522
45021,M6 Films,1115,170522
45022,M6 Studio,4888,170522
45023,Belvision,5850,170522
45024,Mikros Image,8649,170522
45025,Ciné+,10611,170522
45026,M6,11261,170522
45027,Société Nouvelle de Cinématographie (SNC),16670,170522
45028,Centre National de la Cinématographie (CNC),18367,170522
45029,W9,34774,170522
45030,Grid Animation,67612,170522
45031,Atmo Media Network,4226,78646
45032,Bad Hat Harry Productions,9168,297608
45033,Jeff Rice Films,52738,297608
45034,Casadelic Pictures,54391,297608
45035,Guerin-Adler-Scott Pictures,72858,297608
45036,Pillage and Plunder Pictures,24184,158967
45037,Productores Exhibidores Films Sociedad Anónima (PEFSA),7866,41608
45038,Cronocinematografica S.p.a.,15408,41608
45039,Hearst Entertainment Productions,7483,42332
45040,Gleneagle Productions,12511,42332
45041,Zed Filmworks,4080,294538
45042,Chantal Chamandy Entertainment (CCE),39570,294538
45043,Warner Bros.,6194,63484
45044,Inspired Minority Pictures,5992,45167
45045,SevenPictures,331,9510
45046,barefoot films,1989,9510
45047,Warner Bros.,6194,9510
45048,Lionheart Entertainment,13334,9510
45049,Lionsgate,1632,13610
45050,Ministero per i Beni e le Attività Culturali,26260,184992
45051,Augustus Color,27558,184992
45052,Bianca Film,27559,184992
45053,Camisa Listrada,70464,254435
45054,Lotte Entertainment,7819,43212
45055,British Broadcasting Corporation (BBC),3324,16877
45056,New Line Cinema,12,227159
45057,BenderSpink,6363,227159
45058,RatPac Entertainment,28732,227159
45059,Zweites Deutsches Fernsehen (ZDF),4606,83451
45060,J.P. Gorin,12628,83451
45061,Gala Film,4896,139715
45062,Metro-Goldwyn-Mayer (MGM),8411,34651
45063,United Artists,60,29060
45064,Shaw Brothers,5798,50571
45065,Agav Films,30983,17925
45066,Agat Films & Cie,33593,17925
45067,Agav Hafakot,39718,17925
